date,GPP.daily,GPP.daily.lower,GPP.daily.upper,ER.daily,ER.daily.lower,ER.daily.upper,K600.daily,K600.daily.lower,K600.daily.upper,warnings,errors
2022-04-10,4.454655140615924,2.6808732368906796,6.2284370443411685,-2.2799484818728724,-5.178613995633709,0.6187170318879645,1.3355563459474615,0.3159076443559925,2.355205047538931,overall warnings,
2022-04-11,3.089773430196775,1.2736431855601285,4.9059036748334215,-2.3320955142677513,-5.360648788903316,0.6964577603678137,1.6620237105717082,0.1536414292316548,3.1704059919117613,overall warnings,
2022-04-12,3.4578283912412027,1.527100406237971,5.388556376244434,-0.45905983510979886,-3.657218689705261,2.7390990194856633,2.34827490707961,0.7019245548573401,3.99462525930188,overall warnings,
2022-04-13,3.566685332013064,1.419864510429103,5.713506153597025,-0.03921234570182703,-2.813711543239131,2.7352868518354767,4.349791888774106,1.086042476702454,7.613541300845757,overall warnings,
2022-04-14,4.086152895322053,1.9335660441902873,6.238739746453819,-5.092545518297657,-7.87536268164156,-2.3097283549537533,3.125395934965669,0.3797192645087497,5.871072605422588,overall warnings,
2022-04-15,4.005556605912274,2.0542495846000928,5.956863627224454,-0.3142971954350892,-3.2106893306516024,2.582094939781424,4.127034001556339,2.0118840089325016,6.242183994180177,overall warnings,
2022-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
2022-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
2022-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
2022-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
2022-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
2022-04-22,7.562696033424381,5.097297242756573,10.02809482409219,-4.550338852557924,-7.298105534595952,-1.8025721705198956,5.326209240803617,2.7998643374712517,7.852554144135981,overall warnings,
2022-04-23,4.355947718815373,2.734279934967007,5.977615502663739,-0.7770530217062963,-3.5649468517504275,2.010840808337835,1.8003729556093235,0.5870681914619609,3.013677719756686,overall warnings,
2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in depth
2022-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in depth
2022-04-26,-0.2825517166841202,-2.0427410874677823,1.477637654099542,-10.839615944371996,-18.94695633197679,-2.7322755567672026,1.8886723475326794,0.11204798705149632,3.6652967080138623,overall warnings,
2022-04-27,1.8044104983552423,0.030179704057458956,3.5786412926530256,-4.049901815806039,-7.681623725244495,-0.41817990636758307,1.3030253134300789,0.2393934541677214,2.3666571726924364,overall warnings,
2022-04-28,2.3143823947093605,0.6661222276684462,3.9626425617502745,-3.696153668776243,-6.718849218226321,-0.6734581193261655,1.208339207424287,0.1348200748399655,2.2818583400086085,overall warnings,
2022-04-29,0.4558126316716947,-1.303433681621439,2.2150589449648286,-0.24795674886501426,-2.9998156349200435,2.503902137190015,1.3787131709267504,0.16200661155392027,2.5954197302995805,overall warnings,
2022-04-30,0.37537747359725265,-1.5208621669056823,2.2716171141001875,-0.41536199058525225,-3.167954338527989,2.3372303573574844,2.0027761488512454,-0.08762476579595724,4.093177063498448,overall warnings,
2022-05-01,1.7302374866296368,-0.20797803179004992,3.6684530050493236,-5.694185560089092,-10.174388634919383,-1.2139824852588,5.9576481342698004,0.001249439499882321,11.91404682903972,overall warnings,
2022-05-02,1.206115983236446,-0.5499006845748622,2.9621326510477544,-0.4331777652926864,-3.130152610881671,2.2637970802962983,1.3284609950446515,0.1866260414565748,2.470295948632728,overall warnings,
2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in depth
2022-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,NAs in depth
2022-05-05,14.504748927972058,12.821561072236374,16.18793678370774,-15.239748060397911,-18.16245965019552,-12.317036470600305,0.7708506615385194,0.3396619004589906,1.2020394226180482,overall warnings,
2022-05-06,9.219119017889847,7.311298357671581,11.126939678108112,-7.024483272615673,-9.89743932376695,-4.151527221464396,0.3745844150797928,0.11061588268610079,0.6385529474734848,overall warnings,
2022-05-07,5.532881497750093,3.6326082066980256,7.433154788802161,-3.0309257745076654,-5.9119055776315435,-0.14994597138378696,0.33494350636875897,0.09359132947698037,0.5762956832605376,overall warnings,
2022-05-08,1.5773971425780402,-0.38141217756412993,3.5362064627202106,-0.6230368295812165,-3.510901784564161,2.2648281254017277,0.6207141306338155,0.14010025032793982,1.1013280109396912,overall warnings,
2022-05-09,0.14753753346956108,-1.8411116818774025,2.1361867488165247,0.8847691371965556,-2.2414717835475706,4.011010057940682,1.06842135899197,0.12262286966944658,2.0142198483144935,overall warnings,
2022-05-10,-1.2325003207946148,-3.1009074620233346,0.6359068204341047,-7.860042662914375,-12.219216165280738,-3.500869160548012,4.691583984829152,2.1325941411824836,7.2505738284758205,overall warnings,
2022-05-11,2.5457634747984206,0.7340106789017717,4.357516270695069,-0.3097185453217498,-3.128063984509829,2.5086268938663294,2.2593342991165444,0.6668317417165155,3.8518368565165733,overall warnings,
2022-05-12,2.2305639871853202,0.4545032760619536,4.006624698308687,-0.1667401869173445,-3.140306927097807,2.8068265532631176,1.6802379077619412,0.25187736491031143,3.108598450613571,overall warnings,
2022-05-13,-0.23601456845700544,-1.9802462804205407,1.50821714350653,2.694824806602608,-0.46221139029234415,5.85186100349756,1.7819693025848504,0.206515808470342,3.3574227966993586,overall warnings,
2022-05-14,-0.6953611575172536,-2.749048570189508,1.358326255155001,2.9216590903599813,-0.27604227202166687,6.119360452741629,2.0504606276525084,-0.02509375819971371,4.12601501350473,overall warnings,
2022-05-15,0.27381878226079215,-2.0287800635715842,2.5764176280931683,1.0305613367704163,-1.9048845411235489,3.9660072146643817,2.60569288546019,-0.08394349039118998,5.29532926131157,overall warnings,
2022-05-16,2.8410919441319678,-0.001496262233950496,5.683680150497886,-2.4981832378615585,-5.435302720111965,0.43893624438884826,4.531847496140832,0.16495494216349638,8.898740050118167,overall warnings,
2022-05-17,4.22799089323755,1.4398332597125418,7.016148526762558,-4.873529720492582,-8.723398209972695,-1.0236612310124684,6.091485607690722,1.6568568545709965,10.526114360810448,overall warnings,
2022-05-18,3.8535021363993205,1.6428418349049934,6.064162437893648,-3.895258681333657,-6.786768917016097,-1.0037484456512167,3.252057391656547,0.8438015438544801,5.660313239458613,overall warnings,
2022-05-19,5.485049311182629,2.1658712787723013,8.804227343592956,-5.904502201356595,-9.851930021723687,-1.9570743809895035,7.068906470454278,2.391739051595218,11.746073889313339,overall warnings,
2022-05-20,3.260364479702722,1.1635446069185642,5.35718435248688,-4.9138494428363835,-8.389797403904918,-1.4379014817678484,3.384160982073153,0.4980369523706991,6.2702850117756075,overall warnings,
2022-05-21,4.743546308988955,2.309565362895656,7.1775272550822535,-5.48629542434061,-8.926283509044385,-2.0463073396368356,3.583704422934729,1.0518261893515684,6.11558265651789,overall warnings,
2022-05-22,4.416929197785787,2.1496254885670636,6.684232907004511,-8.112385339346876,-12.995963318720992,-3.228807359972758,4.982453491994827,1.6646101678481187,8.300296816141534,overall warnings,
2022-05-23,3.4583194695588992,1.2117411773737667,5.704897761744032,-8.160739895348875,-14.104363966516509,-2.217115824181241,5.211447947073644,0.7183072202103915,9.704588673936897,overall warnings,
2022-05-24,4.918979268046456,3.056605472244869,6.781353063848044,-5.078623615623627,-8.09293425689189,-2.0643129743553628,2.90075089904729,1.0743139170508615,4.727187881043719,overall warnings,
2022-05-25,4.25763608775559,1.95350936484556,6.56176281066562,-4.491093079359569,-7.733858673576012,-1.2483274851431259,4.313842256988305,1.2742561151350844,7.353428398841524,overall warnings,
2022-05-26,4.156707977860145,1.6660378251367942,6.647378130583496,-1.7426310684700221,-4.670319325012817,1.1850571880727723,4.694102648415274,1.5869209502713089,7.80128434655924,overall warnings,
2022-05-27,6.672035109378265,2.646467197809393,10.697603020947136,-3.182185097942126,-6.07609306062253,-0.2882771352617217,6.981066099389922,2.1731045093514476,11.789027689428398,overall warnings,
2022-05-28,5.886942742105253,2.7541996360664154,9.019685848144091,-4.765278103109022,-7.905156567162278,-1.625399639055766,5.680112345527946,1.8190759135251224,9.54114877753077,overall warnings,
